Institucion,Organismo responsable,Expediente,Fecha,Tipo,Objeto,Procedimiento,Ambito_geografico,Materias_CPV,Codigos_CPV,Observaciones,Enlace HTML
MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,"Confederación Hidrográfica del Duero, O",452-A.611.11.01/2024.,02/12/2024,Contratación,Renovación e integración de la sensorización de los órganos de desagüe de las presas del Estado y mejora de las infraestructuras hidrometeorológicas en la cuenca del Duero.,Abierto,Castilla y León,50300000 Servicios de reparación y mantenimiento,50312300 (Mantenimiento y reparación de equipos de redes de datos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44230
MINISTERIO DE VIVIENDA Y AGENDA URBANA,Dirección General de Agenda Urbana y Arquitectura,202400000050.,02/12/2024,Licitación,Obras de ampliación del Teatro Breton en Logroño (La Rioja).,Abierto,La Rioja,45000000 Trabajos de construcción,45212322 (Trabajos de construcción de teatros).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44231
MINISTERIO DE VIVIENDA Y AGENDA URBANA,Dirección General de Agenda Urbana y Arquitectura,202400000138.,02/12/2024,Licitación,"Recuperación integral del cuadrante noroccidental del anfiteatro romano, la portada principal y el doble anillo del cuadrante suroriental de la plaza de toros de Cartagena: rehabilitación y puesta en valor del monumento, intervención arqueológica y conservación-restauración.",Abierto,Región de Murcia,45000000 Trabajos de construcción,"45212314 (Trabajos de construcción de monumentos históricos o conmemorativos), 45112450 (Obras de excavación en yacimientos arqueológicos) y 45212350 (Edificios de interés histórico o arquitectónico).",No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44232
MINISTERIO DE SANIDAD,Dirección del Instituto Nacional de Gestión Sanitaria (INGESA),PA 2024/114.,02/12/2024,Licitación,"Suministro del equipamiento para diagnóstico y terapia en Neurología, Neurocirugía y Psiquiatría, con destino al Hospital Universitario de Melilla.",Abierto,Ciudad de Melilla,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",5.1) CPV principal: 33100000 (Equipamiento médico). 5.2) CPV Lote 01: 33100000 (Equipamiento médico). 5.3) CPV Lote 02: 33100000 (Equipamiento médico). 5.4) CPV Lote 03: 33100000 (Equipamiento médico). 5.5) CPV Lote 04: 33100000 (Equipamiento médico). 5.6) CPV Lote 05: 33100000 (Equipamiento médico). 5.7) CPV Lote 06: 33100000 (Equipamiento médico).,Se corrige plazo por anuncio publicado el 6 de diciembre de 2024 (Ref. BOE-B-2024-44723 ). Varios lotes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44233
MINISTERIO DE SANIDAD,Gerencia de Atención Sanitaria del Instituto Nacional de Gestión Sanitaria en Ceuta,CB/2024/017/GCE.,02/12/2024,Contratación,Suministro de un arco quirúrgico para el servicio de Quirófano del Hospital Universitario de Ceuta.,Abierto,Ciudad de Ceuta,"33100000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33111000 (Aparatos para radiología).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44234
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Dirección Gerente del Centro de Recuperación de Personas con Discapacidad Física (IMSERSO) Lardero,05/2025-2682.,02/12/2024,Contratación,Curso Informática para el C.R.M.F. de Lardero (La Rioja) Cofinanciado por el Fondo Social Europeo.,No disponible,La Rioja,80000000 Servicios de enseñanza y formación,No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44235
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Subdirección General de la Oficina Presupuestaria y Gestión Económica,242909PSS004.,02/12/2024,Contratación,"Suministro de reactivos, material fungible y material de vidrio para el Centro de Investigación y Control de la Calidad (CICC), de la Dirección General de Consumo.",Abierto,Comunidad de Madrid,"33600000 Equipamiento y artículos médicos, farmacéuticos y de higiene personal",33696300 (Reactivos químicos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44236
"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",Subdirección General de la Oficina Presupuestaria y Gestión Económica,242901PSS001 RRHH.,02/12/2024,Contratación,"Impartición de clases de refuerzo conversacional en inglés de manera presencial en modalidad one to one dirigidas a altos cargos y así como personal empleado público del Ministerio de Derechos Sociales, Consumo y Agenda 2030 que ostenten cargos de especial responsabilidad, donde el dominio del idioma sea necesario para el desempeño de los cometidos que tiene asignados .",No disponible,Comunidad de Madrid,80000000 Servicios de enseñanza y formación,No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44237
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",LOT25/25.,02/12/2024,Licitación,Servicio de seguros para los buques y gran equipamiento ROV (Vehículo Operado Remotamente) submarino de la Agencia Estatal Consejo Superior de Investigaciones Científicas.,Abierto,Nacional,66000000 Servicios financieros y de seguros,5.1) CPV principal: 66514150 (Servicios de seguros de embarcaciones). 5.2) CPV Lote 1: 66514150 (Servicios de seguros de embarcaciones). 5.3) CPV Lote 2: 66514150 (Servicios de seguros de embarcaciones). 5.4) CPV Lote 3: 66514150 (Servicios de seguros de embarcaciones). 5.5) CPV Lote 4: 66514150 (Servicios de seguros de embarcaciones). 5.6) CPV Lote 5: 66514150 (Servicios de seguros de embarcaciones).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44238
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Presidencia de la Agencia Estatal Consejo Superior de Investigaciones Científicas, M",LOT22/25.,02/12/2024,Licitación,"Servicio de mantenimiento de diversos equipos de microscopía del Centro de Investigaciones Interdisciplinares de Alcalá y en el Instituto Cajal, de la Agencia Estatal Consejo Superior de Investigaciones Científicas.",Abierto,Comunidad de Madrid,50400000 Servicios de reparación y mantenimiento,5.1) CPV principal: 50430000 (Servicios de reparación y mantenimiento de equipos de precisión). 5.2) CPV Lote 1: 50430000 (Servicios de reparación y mantenimiento de equipos de precisión). 5.3) CPV Lote 2: 50430000 (Servicios de reparación y mantenimiento de equipos de precisión). 5.4) CPV Lote 3: 50430000 (Servicios de reparación y mantenimiento de equipos de precisión). 5.5) CPV Lote 4: 50430000 (Servicios de reparación y mantenimiento de equipos de precisión).,Varios lotes.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44239
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",301187.,02/12/2024,Contratación,Suministro de cartuchos de tóner originales para impresoras del CIEMAT.,Abierto,Comunidad de Madrid,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software",30125110 (Tóner para faxes e impresoras láser).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44240
"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES","Secretaría General del Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT)",299268.,02/12/2024,Contratación,Servicio mantenimiento de las aplicaciones SIG WEB y suministro de licencias base de la unidad de biomasa del CEDER-CIEMAT por un periodo de cuatro años .,Negociado sin publicidad,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",72514000 (Servicios de gestión de instalaciones informáticas).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44241
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",TGSS-Dirección Provincial de Segovia,2024400015.,02/12/2024,Contratación,"Servicio de vigilancia y seguridad, sistemas de control de acceso y anti-intrusión y su mantenimiento, alarmas, conexiones a la CRA y servicio de acuda, escáner de rayos X y arco detector de metales, en la D.P. TGSS/INSS de Segovia, así como mantenimiento de los sistemas de protección contra incendios en la Dirección Provincial y Nave de Valverde.",Abierto,Castilla y León,"79000000 Servicios a empresas: legislación, mercadotecnia, asesoría, selección de personal, imprenta y seguridad","4.1) CPV principal: 79711000 (Servicios de vigilancia de sistemas de alarma), 50413200 (Servicios de reparación y mantenimiento de instalaciones contra incendios), 79710000 (Servicios de seguridad), 79713000 (Servicios de guardias de seguridad) y 79714000 (Servicios de vigilancia). 4.2) CPV Lote 1: 79710000 (Servicios de seguridad), 50413200 (Servicios de reparación y mantenimiento de instalaciones contra incendios), 79711000 (Servicios de vigilancia de sistemas de alarma), 79713000 (Servicios de guardias de seguridad) y 79714000 (Servicios de vigilancia). 4.3) CPV Lote 2: 79711000 (Servicios de vigilancia de sistemas de alarma), 50413200 (Servicios de reparación y mantenimiento de instalaciones contra incendios), 79710000 (Servicios de seguridad), 79713000 (Servicios de guardias de seguridad) y 79714000 (Servicios de vigilancia).",Lote 1.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44242
"MINISTERIO DE INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES",INSS-Dirección Provincial de Málaga,29 VC 267/2024.,02/12/2024,Contratación,"Servicios de Redacción Proyecto Básico y de Ejecución, y Dirección de las obras para la adecuación energética del edificio sede de la D.P. del INSS de Málaga en calle Huéscar nº 4, con adaptación y aislamiento de fachada, cubierta y cerramientos del edificio y el suministro e instalación de paneles fotovoltaicos.",Abierto,Andalucía,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección",71200000 (Servicios de arquitectura y servicios conexos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44243
CORTES GENERALES,Mesa del Senado,13/2024.,03/12/2024,Contratación,Servicio preventivo de vigilancia de la salud del Senado.,No disponible,Comunidad de Madrid,85000000 Servicios de salud y asistencia social,No disponible,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44351
CORTES GENERALES,Junta de Coordinación del Defensor del Pueblo,2024Rg800287.,03/12/2024,Licitación,Suministro de vales restaurante para el personal del Defensor del Pueblo.,Abierto,Comunidad de Madrid,"30000000 Máquinas, equipo y artículos de oficina y de informática, excepto mobiliario y paquetes de software",30199770 (Cheques restaurante).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44352
MINISTERIO DE DEFENSA,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire y del Espacio,2024/EA02/00000961E.,03/12/2024,Contratación,"""20244042 Integración del Sistema UAS enforce air2 en CROW"".",Negociado sin publicidad,Comunidad de Madrid,64000000 Servicios de correos y telecomunicaciones,64200000 (Servicios de telecomunicaciones).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44353
MINISTERIO DE DEFENSA,Intendente de Cartagena,2024/AR44U/00002490E.,03/12/2024,Contratación,"JEMAN.-Contrato de Suministros de compresores ""SAUER"" y kits de repuestos para Pool de buques de superficie y submarinos de este Arsenal.",Negociado sin publicidad,Región de Murcia,42000000 Maquinaria industrial,42123000 (Compresores).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44354
MINISTERIO DE DEFENSA,Jefatura de Intendencia de Asuntos Económicos Este,2024/ETHC00012/00000129E.,03/12/2024,Contratación,Servicio de peluquería para los alumnos de la Academia General Militar para el curso 2024-2025.,Abierto,Aragón,"98000000 Otros servicios comunitarios, sociales o personales",98321000 (Servicios de peluquería).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44355
MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,2024/AR40U/00001816E.,03/12/2024,Contratación,Suministro de granadas anti-buceador.,Abierto,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",35330000 (Municiones).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44356
MINISTERIO DE DEFENSA,Dirección General del INTA,582024050100.,03/12/2024,Contratación,Suministro diverso material para labores de mantenimiento.,Abierto,Comunidad de Madrid,43000000 Maquinaria para la minería y la explotación de canteras y equipo de construcción,4.1) CPV principal: 43800000 (Equipo de talleres). 4.2) CPV Lote 1: 43800000 (Equipo de talleres). 4.3) CPV Lote 2: 43800000 (Equipo de talleres). 4.4) CPV Lote 3: 43800000 (Equipo de talleres). 4.5) CPV Lote 4: 43800000 (Equipo de talleres). 4.6) CPV Lote 5: 43800000 (Equipo de talleres). 4.7) CPV Lote 6: 43800000 (Equipo de talleres). 4.8) CPV Lote 7: 43800000 (Equipo de talleres). 4.9) CPV Lote 8: 43800000 (Equipo de talleres).,Lote 1.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44357
MINISTERIO DE DEFENSA,Dirección de Gestión Económica de la Jefatura de Apoyo Logístico de la Armada,2024/AR40U/00002194E.,03/12/2024,Contratación,"Suministro de equipos de mantenimiento, inspección y prueba para los centros de inspección periódica de los arsenales de la armada.",Abierto,Comunidad de Madrid,"31000000 Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación",31682210 (Equipo de instrumentación y control).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44358
MINISTERIO DE DEFENSA,Dirección General del INTA,582024081000.,03/12/2024,Contratación,Revisión y puesta a punto de los espectrofotómetros de perkin-elmer.,Negociado sin publicidad,Comunidad de Madrid,50300000 Servicios de reparación y mantenimiento,50344000 (Servicios de reparación y mantenimiento de equipos ópticos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44359
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00003605E.,03/12/2024,Contratación,ant25 cd am adq cubiertas y complementos ruedas para maq eq ingenieros.,Abierto,Comunidad de Madrid,34000000 Equipos de transporte y productos auxiliares,34350000 (Neumáticos para vehículos ligeros y para vehículos pesados).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44360
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00003451E.,03/12/2024,Contratación,ANT25 CD AM Adquisición compresores y GRES Lote 5 Eq.Iluminacion.,Negociado sin publicidad,Comunidad de Madrid,"72000000 Servicios TI: consultoría, desarrollo de software, Internet y apoyo",72200000 (Servicios de programación de «software» y de consultoría).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44361
MINISTERIO DE DEFENSA,Sección de Asuntos Económicos del Parque y Centro de Mantenimiento de Sist,2024/ETSAE0109/00000157E.,03/12/2024,Contratación,Adquisición de cajas de transporte rugerizadas para medios de C2 UM_103_24_R.,Negociado con publicidad,Comunidad de Madrid,34000000 Equipos de transporte y productos auxiliares,34000000 (Equipos de transporte y productos auxiliares).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44362
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00003801E.,03/12/2024,Contratación,Adquisición Espoletas Electrónicas EC-103.,Abierto,Comunidad de Madrid,"35000000 Equipo de seguridad, extinción de incendios, policía y defensa",35331200 (Proyectiles).,Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44363
MINISTERIO DE DEFENSA,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,2024/ETSAE0906/00003591E.,03/12/2024,Contratación,ant25 cd am adq rep vias comunicacion lote 5 rodillos.,No disponible,"Castilla y León, Castilla-La Mancha, Extremadura",43000000 Maquinaria para la minería y la explotación de canteras y equipo de construcción,"43200000 (Maquinaria para el movimiento de tierras y la excavación, y sus partes).",Acuerdo marco.,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44364
MINISTERIO DE DEFENSA,Jefatura de la Sección Económico Administrativa 23 de la Base Aérea de Albacete,2024/EA23/00001437E.,03/12/2024,Contratación,Suministro de Gasóleo C para la Base Aérea de Albacete desde el 01/01/2025 hasta el 30/06/2025.,Negociado con publicidad,Castilla-La Mancha,"09000000 Derivados del petróleo, combustibles, electricidad y otras fuentes de energía",09134000 (Gasóleos).,No disponible,https://www.boe.es/diario_boe/txt.php?id=BOE-B-2024-44365
